Date,Close,Volume,Year,Month,Close_Lag1,Volume_Lag1,Close_Change,Volume_Change,Cluster
2009-01-22,9220,26209300,2009,1,8970.0,22203800.0,250.0,4005500.0,1
2009-01-23,8840,31581450,2009,1,9220.0,26209300.0,-380.0,5372150.0,1
2009-01-28,9770,45906950,2009,1,8840.0,31581450.0,930.0,14325500.0,1
2009-01-29,9970,32818700,2009,1,9770.0,45906950.0,200.0,-13088250.0,0
2009-01-30,9780,19334900,2009,1,9970.0,32818700.0,-190.0,-13483800.0,0
2009-02-02,9470,23574500,2009,2,9780.0,19334900.0,-310.0,4239600.0,1
2009-02-03,9800,27380500,2009,2,9470.0,23574500.0,330.0,3806000.0,1
2009-02-04,10360,30703400,2009,2,9800.0,27380500.0,560.0,3322900.0,1
2009-02-05,10420,34791950,2009,2,10360.0,30703400.0,60.0,4088550.0,1
2009-02-06,10900,34801100,2009,2,10420.0,34791950.0,480.0,9150.0,1
2009-02-09,10540,32619950,2009,2,10900.0,34801100.0,-360.0,-2181150.0,1
2009-02-10,10400,24848400,2009,2,10540.0,32619950.0,-140.0,-7771550.0,0
2009-02-11,10260,16267500,2009,2,10400.0,24848400.0,-140.0,-8580900.0,0
2009-02-12,10400,28021450,2009,2,10260.0,16267500.0,140.0,11753950.0,1
2009-02-13,10280,24071800,2009,2,10400.0,28021450.0,-120.0,-3949650.0,0
2009-02-16,10080,16386900,2009,2,10280.0,24071800.0,-200.0,-7684900.0,0
2009-02-17,9810,23694950,2009,2,10080.0,16386900.0,-270.0,7308050.0,1
2009-02-18,9560,29060500,2009,2,9810.0,23694950.0,-250.0,5365550.0,1
2009-02-19,9610,26458500,2009,2,9560.0,29060500.0,50.0,-2602000.0,1
2009-02-20,9350,25958000,2009,2,9610.0,26458500.0,-260.0,-500500.0,1
2009-02-23,9700,21327950,2009,2,9350.0,25958000.0,350.0,-4630050.0,0
2009-02-24,9350,22671950,2009,2,9700.0,21327950.0,-350.0,1344000.0,1
2009-02-25,9560,20927400,2009,2,9350.0,22671950.0,210.0,-1744550.0,0
2009-02-26,9540,21950050,2009,2,9560.0,20927400.0,-20.0,1022650.0,0
2009-02-27,9540,29510500,2009,2,9540.0,21950050.0,0.0,7560450.0,1
2009-03-02,9240,24741650,2009,3,9540.0,29510500.0,-300.0,-4768850.0,0
2009-03-03,9510,24954950,2009,3,9240.0,24741650.0,270.0,213300.0,1
2009-03-04,9780,26067250,2009,3,9510.0,24954950.0,270.0,1112300.0,1
2009-03-05,10060,32982600,2009,3,9780.0,26067250.0,280.0,6915350.0,1
2009-03-06,10000,19412000,2009,3,10060.0,32982600.0,-60.0,-13570600.0,0
2009-03-09,10300,18225250,2009,3,10000.0,19412000.0,300.0,-1186750.0,0
2009-03-10,10080,20458750,2009,3,10300.0,18225250.0,-220.0,2233500.0,0
2009-03-11,10500,26584150,2009,3,10080.0,20458750.0,420.0,6125400.0,1
2009-03-12,10720,50741850,2009,3,10500.0,26584150.0,220.0,24157700.0,1
2009-03-13,10560,24128850,2009,3,10720.0,50741850.0,-160.0,-26613000.0,0
2009-03-16,10460,14711600,2009,3,10560.0,24128850.0,-100.0,-9417250.0,0
2009-03-17,10680,20205900,2009,3,10460.0,14711600.0,220.0,5494300.0,1
2009-03-18,10800,16913000,2009,3,10680.0,20205900.0,120.0,-3292900.0,0
2009-03-19,10820,19517500,2009,3,10800.0,16913000.0,20.0,2604500.0,0
2009-03-20,10840,17561600,2009,3,10820.0,19517500.0,20.0,-1955900.0,0
2009-03-23,11000,2420900,2009,3,10840.0,17561600.0,160.0,-15140700.0,0
2009-03-24,11180,24804800,2009,3,11000.0,2420900.0,180.0,22383900.0,1
2009-03-25,11120,12749800,2009,3,11180.0,24804800.0,-60.0,-12055000.0,0
2009-03-26,11400,20870050,2009,3,11120.0,12749800.0,280.0,8120250.0,1
2009-03-27,11680,28539350,2009,3,11400.0,20870050.0,280.0,7669300.0,1
2009-03-30,11340,18359700,2009,3,11680.0,28539350.0,-340.0,-10179650.0,0
2009-03-31,11360,20010000,2009,3,11340.0,18359700.0,20.0,1650300.0,0
2009-04-01,11400,24952250,2009,4,11360.0,20010000.0,40.0,4942250.0,1
2009-04-02,11820,28688300,2009,4,11400.0,24952250.0,420.0,3736050.0,1
